7.6293945e-06 0.13153768
0.75560522 0.45865011
0.53276706 0.21895909
0.047044516 0.67886448
0.67929626 0.93469286
0.38350201 0.51941633
0.83096528 0.034571886
0.053461552 0.52970004
0.67114925 0.0076980591
0.38341546 0.066842079
0.41748595 0.68677259
0.58897662 0.93043637
0.84616685 0.52692866
0.091964722 0.65391874
0.41599917 0.70119047
0.91032076 0.76219797
0.26245284 0.047464371
0.73608184 0.3282342
0.63263845 0.75641036
0.99103737 0.36533856
0.24703884 0.98255014
0.7226603 0.75335574
0.65151835 0.072685718
0.63163471 0.88470697
0.27270985 0.43641138
0.76649475 0.47773171
0.23777437 0.27490664
0.35926485 0.16650701
0.48651719 0.8976562
0.90920806 0.06056428
0.90465307 0.5045228
0.51629186 0.31903291
0.98664188 0.49397659
0.26614428 0.090732813
0.94776416 0.073749065
0.50070691 0.38414192
0.27708173 0.91381741
0.52974725 0.46444559
0.94097972 0.050083876
0.76151419 0.77020454
0.8278172 0.12536526
0.015867472 0.68845511
0.86824703 0.6295433
0.73622441 0.72541189
0.99945784 0.88857198
0.23319483 0.30632162
0.35101509 0.51327348
0.59111357 0.84598136
0.41208077 0.84151053
0.26931715 0.41539455
0.53730393 0.4679172
0.28721213 0.17832756
0.1537199 0.5716548
0.8024056 0.033053637
0.53444982 0.49848008
0.95536065 0.74829245
0.55458379 0.8907373
0.62484908 0.84203959
0.15976739 0.21275139
0.71470976 0.13042712
0.090990305 0.27458811
0.0029995441 0.41429305
0.026876211 0.70981956
0.93789721 0.2399106
0.18089581 0.31753945
0.88699055 0.6520586
0.15033483 0.68134618
0.38581467 0.38772512
0.49974084 0.14753294
0.58718658 0.84557557
0.5901084 0.95540881
0.55614591 0.1481514
0.98330498 0.40876651
0.14181972 0.56489849
0.25212622 0.48851442
0.4640305 0.9610951
0.12603068 0.1997571
0.31924963 0.62926912
0.12671208 0.6512537
0.62163401 0.80307293
0.2478416 0.47643161
0.38931394 0.20325017
0.028375149 0.90167332
0.42649722 0.14202094
0.94748664 0.41031289
0.13118839 0.88564825
0.092173576 0.16219854
0.071063519 0.3653388
0.25305724 0.13510919
0.78315306 0.45530725
0.34952402 0.45230007
0.80894446 0.93167424
0.6516459 0.21524835
0.67959213 0.90892172
0.25012541 0.86085963
0.47126222 0.5059557
0.60039353 0.81756139
0.7558434 0.46224475
0.95136738 0.63273859
0.4393301 0.82469726
0.68898082 0.70220661
0.98714542 0.95441485
0.85126948 0.28931618
0.53742552 0.51443458
0.10343385 0.41402841
